Year,Primary County,Dual Eligible,Major Diagnostic Category,Episode Disease Category,Beneficiaries with Condition,Beneficiaries with Admissions,Total Inpatient Admissions,Beneficiaries with ER Visits,Total ER Visits
2013,Essex,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,335,61,122,190,641
2013,Chautauqua,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,335,165,211,91,210
2013,Westchester,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,335,214,566,176,489
2013,Chautauqua,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,335,222,315,86,205
2013,Suffolk,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,335,319,995,238,1161
2013,Oswego,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,336,144,347,282,1397
2013,Dutchess,Non-Dual,Substance Abuse,Opioid Abuse - Continuous,336,305,780,239,1155
2013,Otsego,Non-Dual,Diabetes Mellitus,Diabetes,337,84,163,140,304
2013,Warren,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,337,107,218,198,622
2013,Rensselaer,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,337,109,195,182,746
2013,St Lawrence,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,337,152,319,222,796
2013,Onondaga,Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,337,182,325,132,387
2013,Suffolk,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Major Chronic Pulmonary Diagnoses,337,265,679,190,498
2013,Niagara,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,338,116,176,117,365
2013,Broome,Non-Dual,Substance Abuse,Cocaine Abuse,338,162,360,215,851
2013,Nassau,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,338,234,669,131,372
2013,Schenectady,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,339,140,265,154,565
2013,Rensselaer,Dual,Diseases And Disordes Of The Respiratory System,Asthma,339,172,295,177,655
2013,Tioga,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,340,59,128,132,419
2013,Genesee,Dual,Diabetes Mellitus,Diabetes,340,107,152,95,255
2013,Seneca,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,341,28,56,128,265
2013,Livingston,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,342,85,131,186,466
2013,Niagara,Non-Dual,Diabetes Mellitus,Diabetic Neuropathy,343,123,296,200,614
2013,Suffolk,Dual,Diseases And Disorders Of The Cardiovascular System,Chronic Cardiovascular Diagnoses - Minor,343,234,442,140,368
2013,Erie,Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",344,63,88,125,458
2013,Kings,Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,344,84,185,113,292
2013,Queens,Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,344,96,202,113,234
2013,Monroe,Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,344,186,261,114,315
2013,Orange,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,344,212,444,197,714
2013,Suffolk,Dual,Diabetes Mellitus,Diabetic Nephropathy,344,236,490,136,320
2013,Monroe,Dual,Substance Abuse,Opioid Abuse,345,179,322,179,805
2013,Rensselaer,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,345,208,339,140,417
2013,Onondaga,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,345,272,731,239,1360
2013,Erie,Dual,Diseases And Disorders Of The Cardiovascular System,History of Coronary Artery Bypass Graft,345,278,393,145,431
2013,Ulster,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,346,156,345,187,613
2013,Orange,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,346,193,428,212,859
2013,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,346,276,489,110,329
2013,Saratoga,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,347,143,201,104,268
2013,Albany,Dual,Substance Abuse,Chronic Alcohol Abuse,347,200,364,212,921
2013,Suffolk,Non-Dual,Diseases And Disordes Of The Respiratory System,Status Asthmaticus,347,218,443,224,715
2013,Monroe,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,347,305,829,246,1593
2013,Chenango,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,348,28,38,120,272
2013,St Lawrence,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,348,94,144,153,473
2013,Ulster,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,348,128,192,186,785
2013,Schenectady,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,349,205,368,127,321
2013,Suffolk,Dual,Diseases And Disordes Of The Respiratory System,Other Major Chronic Pulmonary Diagnoses,349,280,511,123,314
2013,Broome,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,350,160,238,106,257
2013,Queens,Dual,Mental Diseases And Disorders,Bi-Polar Disorder - Severe,350,169,360,128,396
2013,Greene,Non-Dual,Diabetes Mellitus,Diabetes,351,96,183,135,373
2013,Seneca,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,351,98,131,88,192
2013,Saratoga,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,353,141,217,160,510
2013,Richmond,Dual,Diseases And Disorders Of The Cardiovascular System,History of Coronary Artery Bypass Graft,353,290,443,98,187
2013,Warren,Non-Dual,Diabetes Mellitus,Diabetes,354,104,207,160,478
2013,Columbia,Dual,Mental Diseases And Disorders,Depression,354,157,222,145,369
2013,Herkimer,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,354,200,298,134,337
2013,Schuyler,Non-Dual,Mental Diseases And Disorders,Depression,355,89,154,195,607
2013,Putnam,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,356,94,132,101,250
2013,Oneida,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Dysrhythmia and Conduction Disorders,356,218,627,240,1311
2013,Oneida,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,357,153,244,152,615
2013,Columbia,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,357,162,223,126,238
2013,Dutchess,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,357,216,337,129,319
2013,Westchester,Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,357,334,579,158,430
2013,Livingston,Non-Dual,Diabetes Mellitus,Diabetes,358,62,92,155,378
2013,Madison,Non-Dual,Mental Diseases And Disorders,Schizophrenia,358,74,173,189,811
2013,Washington,Non-Dual,Diabetes Mellitus,Diabetes,358,83,161,139,380
2013,Allegany,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,358,133,250,219,636
2013,St Lawrence,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,358,136,340,254,1186
2013,Greene,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,359,150,287,178,565
2013,Warren,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,359,157,242,114,355
2013,Orange,Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,360,212,381,169,751
2013,Dutchess,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,361,177,472,212,863
2013,Rensselaer,Non-Dual,Substance Abuse,Cocaine Abuse,361,201,415,275,1090
2013,Otsego,Dual,Diabetes Mellitus,Diabetes,362,105,144,102,287
2013,Herkimer,Dual,Mental Diseases And Disorders,Depression,362,144,220,116,289
2013,Suffolk,Dual,Mental Diseases And Disorders,Major Personality Disorders,362,222,477,176,582
2013,Bronx,Dual,Diseases And Disordes Of The Respiratory System,Tracheostomy Status,362,318,655,81,140
2013,Delaware,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,363,27,39,160,348
2013,Allegany,Dual,Diabetes Mellitus,Diabetes,363,110,151,128,272
2013,Warren,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,363,149,300,185,564
2013,Westchester,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,363,258,773,247,947
2013,Chemung,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,364,86,191,190,748
2013,Chautauqua,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,364,158,356,211,633
2013,Richmond,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,365,101,238,124,257
2013,Bronx,Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",365,152,384,153,478
2013,Cayuga,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,365,179,288,186,590
2013,Nassau,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Ventricular and Atrial Septal Defects,365,268,405,146,274
2013,Oswego,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,366,162,323,172,511
2013,Saratoga,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,367,147,391,208,767
2013,Sullivan,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,367,171,235,180,509
2013,Schenectady,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,368,169,408,204,743
2013,Queens,Non-Dual,Newborns And Other Neonates,Prematurity - Birthweight < 1000 Grams,368,244,412,158,343
2013,Greene,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,369,50,72,114,335
2013,Suffolk,Dual,Diabetes Mellitus,Diabetes with Circulatory Complication,369,193,338,121,242
2013,Clinton,Non-Dual,Mental Diseases And Disorders,Schizophrenia,370,104,173,173,569
2013,Essex,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,370,104,154,175,523
2013,Nassau,Non-Dual,Diabetes Mellitus,Diabetic Nephropathy,370,205,570,160,361
2013,Nassau,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,370,318,968,266,1048
2013,Orange,Non-Dual,Diabetes Mellitus,Diabetic Neuropathy,371,115,293,199,735
2013,Kings,Non-Dual,Diabetes Mellitus,Diabetic Coma,371,242,919,164,942
2013,Cortland,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,372,77,149,201,662
2013,Erie,Dual,Diabetes Mellitus,Diabetic Retinopathy,372,170,260,143,344
2013,Rockland,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",373,54,128,118,294
2013,Chautauqua,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,373,103,154,122,350
2013,Madison,Dual,Diabetes Mellitus,Diabetes,374,127,162,110,272
2013,Oswego,Non-Dual,Substance Abuse,Other Significant Drug Abuse,374,151,291,184,532
2013,Oneida,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,374,277,430,126,345
2013,Onondaga,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,375,195,539,200,1062
2013,Suffolk,Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,375,269,596,219,843
2013,Niagara,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,376,142,205,166,470
2013,Sullivan,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",377,71,121,154,434
2013,Cortland,Non-Dual,Diabetes Mellitus,Diabetes,377,87,169,182,589
2013,Tompkins,Dual,Diabetes Mellitus,Diabetes,377,90,123,33,58
2013,Albany,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",377,91,188,180,674
2013,Clinton,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,377,98,164,235,840
2013,Columbia,Non-Dual,Diabetes Mellitus,Diabetes,377,112,193,186,545
2013,St Lawrence,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,377,205,307,132,315
2013,Suffolk,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,377,239,570,191,470
2013,Erie,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,377,335,774,287,1530
2013,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,Pulmonary Hypertension,377,335,590,105,191
2013,Yates,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,378,54,87,160,381
2013,Westchester,Non-Dual,Diabetes Mellitus,Other Diabetic Complications,378,255,726,232,735
2013,Cayuga,Non-Dual,Mental Diseases And Disorders,Schizophrenia,379,99,208,201,637
2013,Allegany,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,380,88,172,223,644
2013,Oswego,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,380,120,247,208,727
2013,Fulton,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,380,122,282,218,848
2013,Wayne,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,380,149,267,197,591
2013,Saratoga,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,381,110,162,153,502
2013,Westchester,Dual,Diseases And Disorders Of The Cardiovascular System,History of Coronary Artery Bypass Graft,381,314,530,135,280
2013,Orleans,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,382,80,138,195,569
2013,Orange,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,382,135,213,185,876
2013,Albany,Dual,Diabetes Mellitus,Diabetic Neuropathy,382,147,251,179,528
2013,Onondaga,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,382,258,686,231,969
2013,Nassau,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,382,285,881,238,928
2013,St Lawrence,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,383,182,453,284,1172
2013,Chemung,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,383,216,305,158,494
2013,Westchester,Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,384,169,322,166,447
2013,Monroe,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,385,249,696,208,1006
2013,Orleans,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,386,126,185,135,282
2013,New York,Non-Dual,Mental Diseases And Disorders,Conduct Disorder - Severe,386,163,458,246,1011
2013,Chenango,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,387,73,122,196,629
2013,Jefferson,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,387,169,234,127,278
2014,Ontario,Dual,Diabetes Mellitus,Diabetes,594,211,280,217,610
2013,Queens,Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,387,275,659,196,690
2013,Nassau,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,387,317,820,180,507
2013,New York,Non-Dual,Diabetes Mellitus,Diabetic Ketoacidosis,388,373,1195,227,1234
2013,Chautauqua,Dual,Diseases And Disordes Of The Respiratory System,Asthma,389,145,201,137,389
2013,Rockland,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,389,155,248,141,358
2013,Tompkins,Non-Dual,Diabetes Mellitus,Diabetes,390,82,150,168,405
2013,Columbia,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,390,157,319,255,855
2013,Allegany,Non-Dual,Diabetes Mellitus,Diabetes,391,83,169,189,454
2013,Rockland,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,391,149,254,161,486
2013,Suffolk,Dual,Substance Abuse,Opioid Abuse,391,250,546,204,679
2013,Ulster,Dual,Mental Diseases And Disorders,Schizophrenia,392,131,194,178,662
2013,Montgomery,Non-Dual,Mental Diseases And Disorders,Schizophrenia,393,118,214,227,747
2013,Cortland,Dual,Diabetes Mellitus,Diabetes,393,138,201,125,350
2013,Ulster,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,393,210,301,141,333
2013,Clinton,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,393,211,302,144,329
2013,Warren,Non-Dual,Mental Diseases And Disorders,Schizophrenia,394,123,240,178,570
2013,Sullivan,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,394,142,257,246,744
2013,Monroe,Dual,Diabetes Mellitus,Diabetic Retinopathy,394,174,292,154,471
2013,Westchester,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,394,336,897,237,752
2013,Erie,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,395,132,336,199,606
2013,Oneida,Dual,Diabetes Mellitus,Diabetic Neuropathy,395,156,276,134,443
2013,Westchester,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,395,207,546,204,493
2013,Schoharie,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,396,68,112,230,558
2013,Schenectady,Dual,Mental Diseases And Disorders,Schizophrenia,396,132,261,137,429
2013,Steuben,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,396,145,294,257,1101
2013,Monroe,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,396,277,750,297,2175
2013,Erie,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder - Severe,397,186,368,260,1197
2013,Chautauqua,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,398,129,262,265,980
2013,Rockland,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,399,103,152,131,271
2013,Rensselaer,Non-Dual,Substance Abuse,Other Significant Drug Abuse,399,169,319,266,1237
2013,Ulster,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",401,109,232,234,743
2013,Kings,Dual,Diseases And Disordes Of The Respiratory System,Chronic Bronchitis,401,153,239,72,149
2013,Erie,Dual,Diabetes Mellitus,Diabetic Nephropathy,401,273,469,159,454
2013,Essex,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,402,33,50,179,404
2013,Rensselaer,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",402,101,164,221,781
2013,Broome,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,402,111,184,153,537
2013,St Lawrence,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,402,157,413,282,1319
2013,Westchester,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,403,135,293,178,380
2013,Cayuga,Dual,Mental Diseases And Disorders,Depression,403,171,279,174,609
2013,Cortland,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,404,117,230,223,729
2013,Jefferson,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,404,200,289,116,254
2013,Oswego,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,405,138,259,169,661
2013,Jefferson,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,405,155,285,291,1295
2013,Onondaga,Dual,Substance Abuse,Chronic Alcohol Abuse,405,277,523,222,1139
2013,Ulster,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,406,180,417,222,734
2013,Queens,Dual,Diseases And Disordes Of The Respiratory System,Tracheostomy Status,406,356,743,129,268
2013,Wyoming,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,407,36,70,138,257
2013,Lewis,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,407,79,154,180,515
2013,Madison,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,407,114,243,243,1095
2013,Onondaga,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,407,139,317,227,845
2013,Dutchess,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,407,156,348,199,748
2013,New York,Dual,Substance Abuse,Other Significant Drug Abuse,407,259,901,205,1058
2013,Westchester,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,407,261,792,263,1363
2013,Westchester,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,407,394,1144,317,1285
2013,Montgomery,Dual,Mental Diseases And Disorders,Depression,408,155,226,179,609
2013,Steuben,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,408,181,379,259,818
2013,Nassau,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,408,232,887,269,1133
2013,Oswego,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,410,145,316,170,531
2013,Schenectady,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",411,123,283,233,806
2013,Erie,Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,411,233,343,151,397
2013,Suffolk,Dual,Diseases And Disorders Of The Cardiovascular System,Pulmonary Hypertension,411,360,681,150,309
2013,Yates,Non-Dual,Mental Diseases And Disorders,Depression,412,63,99,231,626
2013,Franklin,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,412,119,220,254,1024
2013,Monroe,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,412,253,430,160,625
2013,Wayne,Non-Dual,Mental Diseases And Disorders,Schizophrenia,413,92,185,208,631
2013,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Graft Atherosclerosis,413,278,525,95,183
2013,Rensselaer,Dual,Mental Diseases And Disorders,Schizophrenia,414,126,225,184,787
2013,Clinton,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,414,173,325,253,912
2013,Richmond,Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,414,210,360,100,254
2013,Chenango,Dual,Diabetes Mellitus,Diabetes,416,136,195,142,317
2013,Tioga,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,417,25,37,102,182
2013,Monroe,Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,417,259,426,161,632
2013,Saratoga,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,418,155,324,235,796
2013,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Major Congenital Heart Diagnoses Except Valvular,418,276,805,200,532
2013,Sullivan,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,419,133,232,258,898
2013,Sullivan,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,419,162,285,226,632
2013,Richmond,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,419,186,463,202,517
2013,Monroe,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,419,255,361,172,661
2013,Bronx,Non-Dual,Newborns And Other Neonates,Prematurity - Birthweight < 1000 Grams,419,290,505,208,479
2013,Monroe,Non-Dual,Diabetes Mellitus,Other Diabetic Complications,420,256,800,282,1451
2013,Orleans,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,421,33,53,148,288
2013,Oswego,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,421,124,326,216,824
2013,Tioga,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,421,143,208,60,140
2013,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Complex Cyanotic and Major Cardiac Septal Anomalies,421,212,375,163,345
2013,Jefferson,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,421,217,397,279,876
2013,Chautauqua,Non-Dual,Substance Abuse,Other Significant Drug Abuse,422,127,239,239,721
2013,Rensselaer,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,422,139,242,198,798
2013,Monroe,Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,422,280,489,259,1332
2013,Franklin,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,423,87,147,235,1037
2013,Broome,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,423,164,262,197,716
2013,Niagara,Non-Dual,Substance Abuse,Opioid Abuse - Continuous,423,235,477,249,782
2013,Nassau,Dual,Diabetes Mellitus,Diabetic Nephropathy,423,261,501,131,247
2013,Rensselaer,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,424,118,202,180,770
2013,Onondaga,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,424,268,442,151,408
2013,Richmond,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,424,350,1028,215,776
2013,Ontario,Non-Dual,Mental Diseases And Disorders,Schizophrenia,425,92,170,229,754
2013,Washington,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,425,116,166,104,276
2013,Schenectady,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,425,133,282,186,713
2013,Clinton,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,425,136,240,276,999
2013,Genesee,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,426,122,172,103,256
2013,St Lawrence,Non-Dual,Substance Abuse,Other Significant Drug Abuse,426,184,481,286,978
2013,Rensselaer,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,426,215,509,278,1075
2013,Suffolk,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,426,327,998,298,1361
2013,Niagara,Non-Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,426,347,731,297,1075
2013,Washington,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,428,133,208,211,569
2013,Oneida,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,428,150,248,102,426
2013,Erie,Non-Dual,Mental Diseases And Disorders,Major Personality Disorders,428,267,616,300,1491
2013,Herkimer,Non-Dual,Diabetes Mellitus,Diabetes,429,110,220,181,461
2013,Onondaga,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,429,283,836,247,1160
2013,Oswego,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,430,149,317,241,828
2013,Fulton,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,430,212,302,172,441
2013,Monroe,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,430,267,716,255,1101
2013,Clinton,Non-Dual,Substance Abuse,Opioid Abuse,431,186,338,268,930
2013,Albany,Non-Dual,Diabetes Mellitus,Diabetic Neuropathy,432,165,424,258,1123
2013,Westchester,Dual,Substance Abuse,Chronic Alcohol Abuse,432,289,633,221,801
2013,Columbia,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,433,60,108,158,402
2013,Richmond,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,433,259,671,167,609
2013,Saratoga,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,434,153,302,209,650
2013,Clinton,Dual,Mental Diseases And Disorders,Depression,434,189,274,181,475
2013,Saratoga,Non-Dual,Substance Abuse,Other Significant Drug Abuse,435,186,436,225,724
2013,Kings,Non-Dual,Mental Diseases And Disorders,Eating Disorder,436,129,262,175,442
